summary,vocab,relation,category
kafe vino coffeewine bar is best place to watch sports,place to,Locationreviews,0
kafe vino coffeewine bar is wow simply the best and nice placed,nice placed,Locationreviews,0
kai tuan is good food cooked fresh,good food,foodreview,1
kai yang nai muang is the waffle expert,waffle,foodreview,1
kai yang nai muang is waffle everything,waffle,foodreview,1
kai yang nai muang is yummy hashme hashmeofficial,yummy,foodreview,1
kais restaurant is tasty and cheap lunch,tasty,foodreview,1
kais restaurant is wonderful gem to stumble upon,wonderful,Locationreviews,0
kaizen sushihibachi is good place for people watch,place,Locationreviews,0
kaizen sushihibachi is nice place in the middle of the bar street,nice place,Locationreviews,0
kaizen sushihibachi is nice relaxing terras with great music,relaxing,Locationreviews,0
kakigoya japanese oyster bar bbq is excellent,oyster,foodreview,1
kakigoya japanese oyster bar bbq is happy hour and wonderful staff,oyster,foodreview,1
kakigoya japanese oyster bar bbq is informal and relaxing bar with terrace,oyster,foodreview,1
kakigoya japanese oyster bar bbq is offer every day of the week,oyster,foodreview,1
kalika 76 restaurant is delicious,delicious,foodreview,1
kalika 76 restaurant is very delicious thai food,delicious,foodreview,1
kallot s restaurant bar is busy restaurant good dishes,busy,Locationreviews,0
kallot s restaurant bar is good food,good food,foodreview,1
kaloang home kitchen is love this place,love this place,Locationreviews,0
kalpapruek soi pramuan is love this place,love this place,Locationreviews,0
kamala bakery is good steak and a nice atmosphere,steak,foodreview,1
kambo restaurant is great view,view,Locationreviews,0
kambo restaurant is great views great food,great food,foodreview,1
kambo restaurant is paying for the view,view,Locationreviews,0
kampong kata hill is great place to grab a drink at night,great place,Locationreviews,0
kan eang 2 is good food good prices good quantity,good food,foodreview,1
kan eang 2 is good food very good service and cheap price,good food,foodreview,1
kan eang 2 is great breakfast,breakfast,foodreview,1
kang ban phe noodle and seafood cafe is hello great isaan cuisine,noodle,foodreview,1
kang ban phe noodle and seafood cafe is nice location,noodle,foodreview,1
kang ban phe noodle and seafood cafe is nothing really outstanding,noodle,foodreview,1
kang ban phe noodle and seafood cafe is thai food,noodle,foodreview,1
kang thai is good food,good food,foodreview,1
kanjana is dinner,dinner,foodreview,1
kanjana is good for cocktails busy for food,cocktails,foodreview,1
kantiang restaurant is 001 dish is beautiful,beautiful,Locationreviews,0
kantiang restaurant is nice place to visit,nice place,Locationreviews,0
kantok restaurant at burasari resort is another great beef noodle joint,noodle,foodreview,1
kantok restaurant at burasari resort is great local place,local,Locationreviews,0
kantok restaurant at burasari resort is the place to go for beef fire pot maw fai,place to,Locationreviews,0
kao tom por peang is another great beef noodle joint,noodle,foodreview,1
kao tom por peang is great local place,local,Locationreviews,0
kao tom por peang is the place to go for beef fire pot maw fai,place to,Locationreviews,0
kapi sushi box is excellent local food hidden gem,excellent local,Locationreviews,0
kapi sushi box is fantastic local fare,local,Locationreviews,0
karan cafe is excellent teochew restaurant very tasty bamboo shellfish sharkfin and wok fried vege,tasty,foodreview,1
karan cafe is keep standard of taste and quality,taste,foodreview,1
karlsson restaurant steak house is 30 years old shark fin restaurant,steak,foodreview,1
karlsson restaurant steak house is very authentic chinese food,steak,foodreview,1
karlsson restaurant steak house is very dinner with no ambience,steak,foodreview,1
karlsson restaurant steak house is very special authentic chinese thai cuisine,steak,foodreview,1
karlssons restaurant patong is dinner at hern,dinner,foodreview,1
karlssons restaurant patong is good service and delicious food,delicious,foodreview,1
karma indian restaurant is great food great people,great food,foodreview,1
karma indian restaurant is great food great service,great food,foodreview,1
karma indian restaurant is great location great happy hour and food,location,Locationreviews,0
karma indian restaurant is nice beach front view excellent cold coconut,view,Locationreviews,0
karmakamet diner is delicious fish and seafood soup,delicious,foodreview,1
karmakamet diner is excellent seafood soups and mung dal noodles,soups,foodreview,1
karon beach square is best thaifood in hua hin,karon beach,Locationreviews,0
karon beach square is have a curry,karon beach,Locationreviews,0
karon beach square is overall poor,karon beach,Locationreviews,0
karon beach square is super service and high quality food,karon beach,Locationreviews,0
karon bistro is authentic and spicy indian food,indian food,foodreview,1
karon bistro is excellent food and service,excellent food,foodreview,1
karon bistro is excellent indian cuisine and staff too,cuisine,foodreview,1
karon cafe steakhouse thai cuisine is affordable food with big flavours,steakhouse,foodreview,1
karon cafe steakhouse thai cuisine is don t skip this restaurant while in phuket,steakhouse,foodreview,1
karon cafe steakhouse thai cuisine is good quality affordable food,steakhouse,foodreview,1
karon cafe steakhouse thai cuisine is great food excellent value first class service,steakhouse,foodreview,1
karon hut is love this place,love this place,Locationreviews,0
kasa japanese restaurant and cafe is lovely yummy and great value,yummy,foodreview,1
kashmir restaurant karon is a little gem,gem,Locationreviews,0
kashmir restaurant karon is a taste of greatness,taste,foodreview,1
kashmir restaurant karon is beautiful spot for dinner,beautiful,Locationreviews,0
kata b b q is amazing thai green curry,green curry,foodreview,1
kata b b q is good food,good food,foodreview,1
kata b b q is lovely family great food,great food,foodreview,1
kata country house restaurant is amazing thai green curry,green curry,foodreview,1
kata country house restaurant is good food,good food,foodreview,1
kata country house restaurant is lovely family great food,great food,foodreview,1
kata on fire bar and grill is 2 cocktails for 1 nice food,cocktails,foodreview,1
kata villa restaurant is 2 cocktails for 1 nice food,cocktails,foodreview,1
katana shabu japanese dining is good basic thai food,shabu,foodreview,1
katana shabu japanese dining is great food great staff good music,shabu,foodreview,1
katana shabu japanese dining is hippies restaurant,shabu,foodreview,1
katana shabu japanese dining is laid back vibe,shabu,foodreview,1
kataturk chalong is amazing food with view,view,Locationreviews,0
kataturk chalong is dine with a view,view,Locationreviews,0
kataturk chalong is perfect place for relaxing,place,Locationreviews,0
kataturk turkish restaurant is christmas eve dinner,dinner,foodreview,1
kay s boutique breakfast is an unforgettable msg lunch,breakfast,foodreview,1
kay s boutique breakfast is great local and very friendly restaurant,breakfast,foodreview,1
kay s boutique breakfast is satisfaction and taste that linger,breakfast,foodreview,1
kay s boutique breakfast is value for,breakfast,foodreview,1
kaya is hot spicy wings and huge portions,wings,foodreview,1
kazu patong phuket is super delicious,delicious,foodreview,1
keatocha chicken rice is beats all other pad thai i have ever tried,pad thai,foodreview,1
keatocha chicken rice is best oyster cake,oyster,foodreview,1
keatocha chicken rice is good local taste,good local,Locationreviews,0
keaw wan dish khao yai is decent bbq great service,bbq,foodreview,1
keaw wan dish khao yai is great place for family,great place,Locationreviews,0
kebab house boat avenue is decent bbq great service,bbq,foodreview,1
kebab house boat avenue is great place for family,great place,Locationreviews,0
kebabs kurries is northern taste that u need,taste,foodreview,1
kebabs kurries is very good cuisine from northern thailand,cuisine,foodreview,1
kee sky lounge restaurant is delicious food relaxing atmosphere in the heart of a busy tourist area,delicious,foodreview,1
ken restaurant is delicious food relaxing atmosphere in the heart of a busy tourist area,delicious,foodreview,1
kenji s lab is good food unfriendly male staff,good food,foodreview,1
kenji s lab is in love with their cosy setup and home taste food,taste,foodreview,1
kenny rogers roasters is good breakfast,breakfast,foodreview,1
kenny rogers roasters is good breakfast,breakfast,foodreview,1
kenshin izakaya is quirky decor with great food,great food,foodreview,1
kenshin izakaya is wonderful,wonderful,Locationreviews,0
ketho dimsum is jan feb 2019 8 weeks with delicious thai meals,delicious,foodreview,1
ketsarin restaurant is delicious,delicious,foodreview,1
ketsarin restaurant is delicious home cooking,delicious,foodreview,1
kfc is for banchang rayong this is as close to italy as your going to get,close to,Locationreviews,0
khai restaurant is delicious and healthy love the food and how i can customize my meal,delicious,foodreview,1
khai restaurant is family run gem in a quiet neighbourhood,gem,Locationreviews,0
khai restaurant is hidden gem,hidden gem,Locationreviews,0
khantok thai cuisine is delicious chinese food,thai cuisine,foodreview,1
khantok thai cuisine is excellent lava bun,thai cuisine,foodreview,1
khantok thai cuisine is good taste but cleanliness and service is not good,thai cuisine,foodreview,1
khantok thai cuisine is great food,thai cuisine,foodreview,1
khao is best chinese food on the island although a bit pricey,chinese food,foodreview,1
khao is excellent fine chinese cuisine in phuket,cuisine,foodreview,1
khao is good chinese cuisine in phuket town,cuisine,foodreview,1
khao jao is great food and service,great food,foodreview,1
khao jao is nice chinese food,chinese food,foodreview,1
khao kab nhom is delicious and reasonable price,delicious,foodreview,1
khao kab nhom is good dim sum,dim sum,foodreview,1
khao kab nhom is good food staff needs training,good food,foodreview,1
khao lak blue sky is yummy noodles,yummy,foodreview,1
